league,season,team,player,nation,pos,age,born,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10
ENG-Premier League,2024 - 2025,Ipswich Town,Ben Johnson,ENG,"DF,FW",24,2000,0.0969388,-0.41719723,-0.55752677,0.25063357,0.46131405,0.021946102,0.117555685,-0.6081757,-0.3034742,0.12758496
ENG-Premier League,2024 - 2025,Ipswich Town,Dara O'Shea,IRL,DF,25,1999,0.15159795,-0.6290022,-0.76465446,-0.2800753,0.52597123,0.030308213,-0.26339576,0.34042087,-0.34277436,-0.2602171
ENG-Premier League,2024 - 2025,Ipswich Town,Jack Clarke,ENG,"FW,MF",23,2000,0.37064254,-0.4183483,-0.344545,0.38591558,0.12635179,0.13303493,0.11773039,-0.6272049,-0.16630152,-0.01097706
ENG-Premier League,2024 - 2025,Ipswich Town,Jacob Greaves,ENG,DF,23,2000,-0.0645337,-0.55869806,-0.6851764,0.08226048,0.33213902,0.03550334,-0.15592872,0.14489494,-0.52277654,-0.16917342
ENG-Premier League,2024 - 2025,Ipswich Town,Kalvin Phillips,ENG,MF,28,1995,0.44790968,-0.24124186,-0.6265722,0.25061762,0.45032755,-0.09730738,0.0026232167,-0.623379,-0.5214348,-0.20057842
ENG-Premier League,2024 - 2025,Ipswich Town,Leif Davis,ENG,DF,24,2000,0.3334596,-0.29622298,-0.61924404,-0.23366404,0.11189296,-0.015455424,0.21951744,-0.26025146,-0.32303125,0.4930156
ENG-Premier League,2024 - 2025,Ipswich Town,Liam Delap,ENG,FW,21,2003,0.05923535,-0.5441576,0.039977543,-0.13064772,0.18584277,-0.29636484,-0.24701743,-0.6474272,-0.3290555,0.36584014
ENG-Premier League,2024 - 2025,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",20,2003,0.34092945,-0.35165495,-0.30280352,-0.26947907,-0.1883247,-0.161682,0.1898149,-0.7219515,-0.4522244,0.32719666
ENG-Premier League,2024 - 2025,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",28,1995,-0.04117238,-0.06527733,-0.3226967,0.36460254,0.5017937,-0.024878537,0.020011911,-0.821111,-0.5036597,0.13085528
ENG-Premier League,2024 - 2025,Ipswich Town,Wes Burns,WAL,"FW,DF",29,1994,0.4320817,-0.44427046,-0.48593,0.4380834,0.24280815,0.118496306,-0.04037375,-0.6689103,-0.3443649,0.4794551
ENG-Premier League,2024 - 2025,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20,2004,0.28560904,-0.12770867,-0.42792964,-0.032858312,-0.0939873,-0.11425881,0.12987065,-0.46619272,-0.29703277,0.18632713
ENG-Premier League,2024 - 2025,Leicester City,Conor Coady,ENG,DF,31,1993,-0.457802,-0.257914,-0.7759235,0.07771601,0.42281336,0.14957906,-0.45684347,-0.02524883,-0.56295514,-0.18429285
ENG-Premier League,2024 - 2025,Leicester City,Facundo Buonanotte,ARG,"FW,MF",19,2004,0.09593207,-0.16394347,-0.23944023,0.10279976,0.29323384,-0.2835942,0.4064134,-0.7071668,-0.3307856,0.12063155
ENG-Premier League,2024 - 2025,Leicester City,Harry Winks,ENG,MF,28,1996,0.38801822,-0.037444882,-0.70903146,0.03956435,0.2903167,0.2590216,0.008880903,-0.66868716,-0.3493344,-0.09478367
ENG-Premier League,2024 - 2025,Leicester City,James Justin,ENG,DF,26,1998,0.13196132,-0.52368236,-0.68005514,-0.360073,0.28669038,-0.11230995,0.151676,-0.26523998,-0.33232167,-0.01690922
ENG-Premier League,2024 - 2025,Leicester City,Jannik Vestergaard,DEN,DF,31,1992,0.14792074,-0.41094354,-0.68968016,0.3989526,0.21177587,0.16868322,-0.26246887,2.4653971e-05,-0.55096835,-0.39937437
ENG-Premier League,2024 - 2025,Leicester City,Jordan Ayew,GHA,"FW,MF",32,1991,0.1607178,-0.23237091,-0.32323545,0.07262399,0.030085359,-0.30368972,-0.11516326,-0.62326765,-0.42406768,0.217165
ENG-Premier League,2024 - 2025,Leicester City,Oliver Skipp,ENG,MF,23,2000,0.33517936,-0.37125418,-0.62269574,0.31919873,0.2431591,0.043462828,-0.10219521,-0.63323617,-0.5572567,-0.14358188
ENG-Premier League,2024 - 2025,Leicester City,Stephy Mavididi,ENG,FW,26,1998,0.009359154,-0.2607158,-0.38993713,0.090743065,-0.11454187,-0.21735054,0.19670555,-0.6040493,-0.40027097,0.45737174
ENG-Premier League,2024 - 2025,Leicester City,Wilfred Ndidi,NGA,MF,27,1996,0.32177386,-0.5985909,-0.5240972,-0.065651216,0.44898203,0.029782813,0.3826575,-0.39823696,-0.19934194,-0.2837082
ENG-Premier League,2024 - 2025,Leicester City,Wout Faes,BEL,DF,26,1998,-0.10055802,-0.4897527,-0.7262725,-0.12599412,0.24039826,-0.09752982,-0.24993932,0.24904901,-0.51744294,-0.39997452
ENG-Premier League,2024 - 2025,Liverpool,Alexis Mac Allister,ARG,MF,25,1998,0.11050834,0.0096171815,-0.4335007,-0.29771546,0.39600462,-0.21014242,0.59190655,-0.39948705,-0.16406457,-0.14949119
ENG-Premier League,2024 - 2025,Liverpool,Andrew Robertson,SCO,DF,30,1994,0.3774683,-0.06677624,-0.6673617,-0.28458092,0.027161784,0.37431136,0.32859072,-0.25249428,-0.4771555,0.35858598
ENG-Premier League,2024 - 2025,Liverpool,Cody Gakpo,NED,FW,25,1999,-0.19530655,-0.257997,-0.12368247,-0.014852655,0.18746448,-0.026989218,0.17573164,-0.5057282,-0.23498294,0.4117683
ENG-Premier League,2024 - 2025,Liverpool,Curtis Jones,ENG,"MF,DF",23,2001,0.049398787,-0.22446528,-0.30177975,0.057459768,0.17562449,0.21021928,0.13198255,-0.5494445,-0.33482045,-0.30048144
ENG-Premier League,2024 - 2025,Liverpool,Darwin Núñez,URU,FW,25,1999,0.02448775,-0.26590157,-0.070914924,0.38585496,0.52612424,0.08873681,0.10541593,-0.6730707,-0.3246681,0.15245777
ENG-Premier League,2024 - 2025,Liverpool,Dominik Szoboszlai,HUN,MF,23,2000,0.1857092,-0.06570888,-0.14510274,-0.18516718,0.23618066,0.16359857,0.25996336,-0.4528683,-0.2416117,0.08444351
ENG-Premier League,2024 - 2025,Liverpool,Ibrahima Konaté,FRA,DF,25,1999,0.004933362,-0.29758415,-0.63233334,-0.16787413,0.29315093,0.33020684,-0.13498944,0.10612662,-0.4145564,-0.42682546
ENG-Premier League,2024 - 2025,Liverpool,Luis Díaz,COL,FW,27,1997,-0.22248074,-0.28614825,0.015048768,-0.20740551,0.012351968,0.1107065,0.30082342,-0.6188619,-0.28472716,0.2438411
ENG-Premier League,2024 - 2025,Liverpool,Mohamed Salah,EGY,FW,32,1992,0.2747307,0.0028034374,0.6086988,-0.5042994,-0.14089973,0.03558723,-0.45355403,-0.5533976,0.48931587,0.18117887
ENG-Premier League,2024 - 2025,Liverpool,Ryan Gravenberch,NED,MF,22,2002,0.3128754,-0.41087273,-0.54604644,-0.32730654,-0.14001356,-0.025095847,0.30141756,-0.30660653,-0.30633453,-0.3418483
ENG-Premier League,2024 - 2025,Liverpool,Trent Alexander-Arnold,ENG,DF,25,1998,0.341856,0.21900083,-0.52596956,-0.30796134,0.26403236,-0.013055825,0.46291348,-0.1934352,-0.0321838,0.15417954
ENG-Premier League,2024 - 2025,Liverpool,Virgil van Dijk,NED,DF,33,1991,-0.19980346,-0.085589044,-0.68607384,-0.5745606,0.22109717,0.32157773,-0.33826342,0.43496758,-0.4375163,-0.5161168
ENG-Premier League,2024 - 2025,Manchester City,Bernardo Silva,POR,"MF,FW",29,1994,0.056707483,-0.21321036,-0.45093155,-0.39581913,-0.09016056,0.15450945,0.4703275,-0.52744615,-0.35972056,0.23466487
ENG-Premier League,2024 - 2025,Manchester City,Erling Haaland,NOR,FW,24,2000,-0.10783252,-0.29132688,0.40870926,-0.16735636,0.5741253,-0.09610751,-0.2703092,-0.53977257,-0.35980347,0.21326628
ENG-Premier League,2024 - 2025,Manchester City,Jeremy Doku,BEL,"FW,MF",22,2002,0.04533626,-0.2998159,-0.19490206,0.18138455,-0.65829486,0.17439637,0.30706516,-0.7067273,-0.030523293,0.41592094
ENG-Premier League,2024 - 2025,Manchester City,Joško Gvardiol,CRO,DF,22,2002,-0.1515563,-0.20856135,-0.53392285,-0.5804699,-0.23796602,0.11210727,0.17125025,0.048303023,-0.55422056,-0.12052872
ENG-Premier League,2024 - 2025,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33,1991,0.2919674,0.14101543,-0.14023982,-0.003429215,0.17464213,0.3802869,0.12546214,-0.5128977,-0.034444604,0.3343984
ENG-Premier League,2024 - 2025,Manchester City,Kyle Walker,ENG,DF,34,1990,0.32674906,-0.09022689,-0.707583,0.38416833,0.17093733,0.15910994,-0.09364398,-0.4615361,-0.53712076,-0.06898244
ENG-Premier League,2024 - 2025,Manchester City,Manuel Akanji,SUI,DF,29,1995,0.16012424,-0.21492855,-0.53441536,0.10487274,-0.20767897,0.39014977,-0.15329829,-0.023034282,-0.5673367,-0.38567844
ENG-Premier League,2024 - 2025,Manchester City,Mateo Kovačić,CRO,MF,30,1994,-0.0756493,0.25318632,-0.5113653,-0.13456821,-0.07194793,-0.17537123,0.30013695,-0.4007609,-0.33360398,-0.1255216
ENG-Premier League,2024 - 2025,Manchester City,Matheus Nunes,POR,"DF,MF",25,1998,0.058859546,-0.23452659,-0.45014763,0.068919905,-0.0194324,0.32667127,0.23514476,-0.4533816,-0.06784424,0.11760278
ENG-Premier League,2024 - 2025,Manchester City,Omar Marmoush,EGY,"FW,MF",25,1999,-0.04599409,0.061489463,-0.044101372,0.4212725,0.24041985,-0.092328906,0.09116364,-0.56998533,-0.46799898,0.35910892
ENG-Premier League,2024 - 2025,Manchester City,Phil Foden,ENG,"MF,FW",24,2000,0.013710608,0.16087016,-0.2563137,-0.011525793,0.08976744,0.13118519,0.10384073,-0.64597964,-0.35263243,0.37374908
ENG-Premier League,2024 - 2025,Manchester City,Rico Lewis,ENG,"DF,MF",19,2004,0.013254857,-0.3553247,-0.6543289,-0.13043867,0.06441382,0.2798014,0.09575839,-0.69795626,-0.40939382,-0.18245892
ENG-Premier League,2024 - 2025,Manchester City,Rúben Dias,POR,DF,27,1997,0.12899125,-0.092348106,-0.67522985,-0.18750751,-0.02851621,0.5079261,-0.2527799,0.038190402,-0.5829913,-0.41034845
ENG-Premier League,2024 - 2025,Manchester City,İlkay Gündoğan,GER,MF,33,1990,0.25881463,-0.19797622,-0.3557341,-0.16074802,-0.03355545,0.44537613,0.08158438,-0.5456704,-0.15907449,-0.12889646
ENG-Premier League,2024 - 2025,Manchester Utd,Alejandro Garnacho,ARG,"MF,FW",20,2004,0.1256213,-0.35336506,-0.051024597,-0.1737124,-0.1018119,0.09069513,0.29910123,-0.68089014,-0.5436246,0.43895748
ENG-Premier League,2024 - 2025,Manchester Utd,Bruno Fernandes,POR,MF,29,1994,0.48129258,0.2422765,-0.06080631,-0.44661626,0.26964462,0.015324594,0.3312205,-0.32777017,0.093806095,-0.28052753
ENG-Premier League,2024 - 2025,Manchester Utd,Casemiro,BRA,MF,32,1992,0.29814494,-0.08674917,-0.46636266,0.21869037,0.50741976,-0.026803194,0.44788688,-0.22202803,-0.5494878,-0.094801985
ENG-Premier League,2024 - 2025,Manchester Utd,Diogo Dalot,POR,DF,25,1999,0.30481273,-0.5238464,-0.56055135,-0.20392926,0.0010820101,0.1538914,0.33351538,-0.24229734,-0.3560104,0.0018267336
ENG-Premier League,2024 - 2025,Manchester Utd,Harry Maguire,ENG,DF,31,1993,0.066714935,-0.30200237,-0.5742909,0.12167152,0.5205974,0.26934403,-0.12172507,-0.036296315,-0.59744185,-0.23313852
ENG-Premier League,2024 - 2025,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23,2001,0.15014182,-0.44756043,-0.1554319,0.25675395,0.40258345,0.12531264,-0.017043311,-0.54059833,-0.48369712,0.21911675
ENG-Premier League,2024 - 2025,Manchester Utd,Kobbie Mainoo,ENG,MF,19,2005,0.34557194,-0.3685192,-0.49926585,0.1872646,0.10372925,0.0069366,0.18415788,-0.54986477,-0.5826959,-0.13554971
ENG-Premier League,2024 - 2025,Manchester Utd,Leny Yoro,FRA,DF,18,2005,0.13664646,-0.3574702,-0.6496589,0.3507764,0.35494885,0.36682552,-0.03994359,-0.29846305,-0.6397778,-0.28276905
ENG-Premier League,2024 - 2025,Manchester Utd,Lisandro Martínez,ARG,DF,26,1998,-0.024672462,-0.12009195,-0.69819194,0.20302783,0.05272497,0.05841039,-0.006897571,-0.03749299,-0.39872807,-0.15169062
ENG-Premier League,2024 - 2025,Manchester Utd,Manuel Ugarte,URU,MF,23,2001,0.2776074,-0.2692966,-0.5633815,0.11883847,0.32556573,-0.22488776,0.28150588,-0.4991801,-0.3786455,-0.4563952
ENG-Premier League,2024 - 2025,Manchester Utd,Marcus Rashford,ENG,"FW,MF",26,1997,-0.1317652,-0.046245616,-0.39775902,0.3952661,0.27875122,-0.008467662,-0.109983966,-0.6389162,-0.29425487,0.52966106
ENG-Premier League,2024 - 2025,Manchester Utd,Matthijs de Ligt,NED,DF,24,1999,-0.082537204,-0.34587646,-0.6309602,-0.0049037077,0.46319154,0.24333437,-0.1456759,-0.0006464868,-0.57842916,-0.30074617
ENG-Premier League,2024 - 2025,Manchester Utd,Noussair Mazraoui,MAR,DF,26,1997,0.300777,-0.38291237,-0.7157241,-0.20884313,0.15207773,-0.11621686,0.6044001,-0.22857793,-0.46843955,-0.30531055
ENG-Premier League,2024 - 2025,Manchester Utd,Rasmus Højlund,DEN,FW,21,2003,0.13559331,-0.45570356,-0.15634173,0.025753697,0.32439518,0.12916565,-0.14278966,-0.66562986,-0.57103586,0.33372274
ENG-Premier League,2024 - 2025,Newcastle Utd,Alexander Isak,SWE,FW,24,1999,-0.14789757,-0.24725248,0.31612068,-0.27809122,0.20224583,-0.04458809,-0.18801065,-0.68002117,-0.11046147,0.052418023
ENG-Premier League,2024 - 2025,Newcastle Utd,Anthony Gordon,ENG,"FW,MF",23,2001,0.37231764,-0.25861236,-0.06390366,-0.2129236,-0.1170795,0.05694507,0.06158562,-0.5851619,-0.2230022,0.27203238
ENG-Premier League,2024 - 2025,Newcastle Utd,Bruno Guimarães,BRA,MF,26,1997,0.17440079,-0.1653794,-0.37572798,-0.43368205,0.045622922,-0.13459368,0.3444833,-0.29409948,-0.17486031,-0.0893101
ENG-Premier League,2024 - 2025,Newcastle Utd,Dan Burn,ENG,DF,32,1992,-0.01211604,-0.48021647,-0.6349136,-0.29550114,0.3209151,0.1509953,-0.30858254,0.34997353,-0.4699569,-0.4552562
ENG-Premier League,2024 - 2025,Newcastle Utd,Fabian Schär,SUI,DF,32,1991,-0.0066573755,-0.09897464,-0.6096353,-0.28184548,0.3327296,-0.04356841,-0.28553274,0.23902102,-0.46880656,-0.29012135
ENG-Premier League,2024 - 2025,Newcastle Utd,Harvey Barnes,ENG,FW,26,1997,-0.11697833,-0.16544984,-0.105312675,0.049920827,0.048145495,0.16920108,0.09496611,-0.62568945,-0.22793444,0.44540027
ENG-Premier League,2024 - 2025,Newcastle Utd,Jacob Murphy,ENG,FW,29,1995,0.02274431,-0.24105197,-0.23814414,-0.15768456,0.20192762,0.123314746,0.23425336,-0.5199261,0.2595894,0.37031114
ENG-Premier League,2024 - 2025,Newcastle Utd,Joe Willock,ENG,"MF,FW",24,1999,0.34175903,-0.43547687,-0.35292065,0.3303914,0.22972073,0.21479777,0.19890636,-0.61517847,-0.419807,0.087925546
ENG-Premier League,2024 - 2025,Newcastle Utd,Joelinton,BRA,"MF,FW",27,1996,0.08432863,-0.4090872,-0.34736887,-0.17211369,0.26317707,-0.07677791,0.2408357,-0.4851555,-0.35816345,-0.117539115
ENG-Premier League,2024 - 2025,Newcastle Utd,Lewis Hall,ENG,DF,19,2004,0.36829865,-0.15608738,-0.62892914,-0.066192485,0.16811508,0.18657088,0.38087338,-0.25384727,-0.23303372,0.03552821
ENG-Premier League,2024 - 2025,Newcastle Utd,Sandro Tonali,ITA,MF,24,2000,0.14312789,-0.17091644,-0.4271482,-0.22845891,0.1925328,-0.051164716,0.1662166,-0.39246038,-0.39740223,-0.13130899
ENG-Premier League,2024 - 2025,Nott'ham Forest,Anthony Elanga,SWE,"FW,MF",22,2002,0.16081056,-0.40403855,-0.19716018,-0.20619778,0.054692205,0.16882367,-0.005250793,-0.6918452,0.21054256,0.36947381
ENG-Premier League,2024 - 2025,Nott'ham Forest,Callum Hudson-Odoi,ENG,"FW,MF",23,2000,-0.061013166,-0.25064272,-0.38502407,-0.02417701,-0.31570995,0.021523578,0.04047846,-0.5450815,-0.36196318,0.43279505
ENG-Premier League,2024 - 2025,Nott'ham Forest,Chris Wood,NZL,FW,32,1991,-0.27920517,-0.28673074,-0.041088235,-0.3055747,0.5565092,-0.3096226,-0.5206022,-0.6234244,-0.16041903,0.24589072
ENG-Premier League,2024 - 2025,Nott'ham Forest,Elliot Anderson,ENG,MF,21,2002,0.31405896,-0.38764605,-0.49323952,-0.27449927,0.15509455,-0.3292063,0.5108571,-0.40440404,-0.08271054,-0.24667121
ENG-Premier League,2024 - 2025,Nott'ham Forest,Morato,BRA,DF,23,2001,0.19846939,-0.57942444,-0.6500774,0.62883776,0.2491116,0.020334655,-0.18805495,-0.06351503,-0.503905,-0.037294846
ENG-Premier League,2024 - 2025,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,24,2000,0.11399988,-0.2736619,-0.2414751,-0.3058975,0.08768273,0.058358915,0.10242851,-0.53268105,-0.015454612,0.021148877
ENG-Premier League,2024 - 2025,Nott'ham Forest,Murillo,BRA,DF,22,2002,0.04405639,-0.49665365,-0.7763833,-0.26135546,0.26068076,-0.35106656,-0.20217483,0.4480551,-0.37283185,-0.021090776
ENG-Premier League,2024 - 2025,Nott'ham Forest,Neco Williams,WAL,DF,23,2001,0.2970268,-0.63219285,-0.6195322,-0.14251088,0.19132791,-0.18742551,0.47667736,-0.2261353,-0.24747966,0.05067088
ENG-Premier League,2024 - 2025,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26,1998,0.3525568,-0.30475846,-0.5481122,0.030097112,0.5701546,-0.0051309965,0.44622934,-0.50352055,-0.53023654,-0.3524642
ENG-Premier League,2024 - 2025,Nott'ham Forest,Nikola Milenković,SRB,DF,26,1997,-0.19512129,-0.5602948,-0.5598301,-0.079422094,0.3543237,-0.32170415,-0.24994814,0.2418436,-0.30057293,-0.28208974
ENG-Premier League,2024 - 2025,Nott'ham Forest,Ola Aina,NGA,DF,27,1996,0.091180846,-0.46611655,-0.7280998,-0.2787969,-0.09942219,-0.4193842,0.13616095,-0.25518262,-0.35237765,0.18283774
ENG-Premier League,2024 - 2025,Nott'ham Forest,Ryan Yates,ENG,MF,26,1997,0.21279049,-0.40454614,-0.45103288,0.07342429,0.3387919,-0.15723455,-0.009984534,-0.41661593,-0.43236437,-0.19074112
ENG-Premier League,2024 - 2025,Southampton,Adam Armstrong,ENG,"FW,MF",27,1997,0.24317382,-0.20433006,-0.32958382,0.27965397,0.34304097,0.15006556,-0.09434411,-0.809788,-0.3307332,0.090978995
ENG-Premier League,2024 - 2025,Southampton,Cameron Archer,ENG,FW,23,2001,0.24666348,-0.40936604,-0.15893997,0.24357639,0.34067628,0.23154406,0.0011086832,-0.7767895,-0.6094137,0.029615836
ENG-Premier League,2024 - 2025,Southampton,Flynn Downes,ENG,MF,25,1999,0.119607,-0.31684256,-0.6553976,-0.081639275,0.23588596,-0.084463924,0.024516243,-0.5435469,-0.5811319,-0.29251143
ENG-Premier League,2024 - 2025,Southampton,Jack Stephens,ENG,DF,30,1994,-0.18283956,-0.051273774,-0.732348,0.05411891,0.6669353,0.3436889,-0.118388124,-0.4138648,-0.6060663,-0.24819076
ENG-Premier League,2024 - 2025,Southampton,James Bree,ENG,DF,26,1997,0.3349804,-0.22510806,-0.67855436,0.41041777,0.13588402,0.11226906,-0.08656755,-0.56364334,-0.40571976,0.026139516
ENG-Premier League,2024 - 2025,Southampton,Jan Bednarek,POL,DF,28,1996,-0.41052276,-0.34672552,-0.8000869,-0.14614478,0.24281889,-0.2523598,-0.4035385,0.21090029,-0.43548456,-0.4899416
ENG-Premier League,2024 - 2025,Southampton,Joe Aribo,NGA,"MF,DF",28,1996,-0.10395341,-0.29992688,-0.4835777,0.00065394107,0.14693579,-0.0027945342,0.15870288,-0.45952693,-0.58325505,-0.028769575
ENG-Premier League,2024 - 2025,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22,2002,0.26669055,-0.5008726,-0.3693957,0.25425708,-0.12124677,-0.018484391,0.07124057,-0.7112575,-0.46591637,0.249877
ENG-Premier League,2024 - 2025,Southampton,Kyle Walker-Peters,ENG,DF,27,1997,0.30058596,-0.44697243,-0.58613515,-0.35538846,-0.35828954,0.13505515,0.22609895,-0.54735214,-0.48519954,0.066628166
ENG-Premier League,2024 - 2025,Southampton,Lesley Ugochukwu,FRA,MF,20,2004,0.096581645,-0.36007917,-0.53956234,0.20180191,0.20187427,-0.17000431,-0.02138396,-0.43181393,-0.44739136,-0.26330253
ENG-Premier League,2024 - 2025,Southampton,Mateus Fernandes,POR,MF,20,2004,0.3252986,-0.41978517,-0.37861076,-0.24722522,0.0061332784,-0.23985425,0.4612778,-0.45144725,-0.2946001,-0.16243786
ENG-Premier League,2024 - 2025,Southampton,Paul Onuachu,NGA,FW,30,1994,0.10192928,-0.47534743,-0.068009496,0.4331779,0.45492727,-0.10387086,-0.21952723,-0.46888524,-0.3446711,0.3472205
ENG-Premier League,2024 - 2025,Southampton,Ryan Manning,IRL,"DF,MF",28,1996,0.4113729,-0.16637221,-0.6468274,0.19739498,0.19400753,0.19539155,0.13810861,-0.47387218,-0.41568214,0.36553705
ENG-Premier League,2024 - 2025,Southampton,Taylor Harwood-Bellis,ENG,DF,22,2002,-0.0070626084,-0.35871544,-0.6321318,-0.23518784,0.096134454,0.023405137,-0.2659108,0.42102882,-0.544298,-0.46493194
ENG-Premier League,2024 - 2025,Southampton,Tyler Dibling,ENG,"FW,MF",18,2006,0.16492474,-0.455397,-0.3268764,0.11088081,-0.14520329,-0.112843186,0.1095855,-0.5274598,-0.5569276,0.15961236
ENG-Premier League,2024 - 2025,Southampton,Yukinari Sugawara,JPN,"DF,MF",24,2000,0.22860152,-0.18163882,-0.6228209,0.09856444,0.14814846,0.07454947,0.074796274,-0.50801826,-0.4049409,0.22824286
ENG-Premier League,2024 - 2025,Tottenham,Archie Gray,ENG,"DF,MF",18,2006,0.27893612,-0.28895903,-0.7653468,0.13622555,0.20280382,0.11053064,-0.23723757,-0.4011931,-0.56296504,-0.2604825
ENG-Premier League,2024 - 2025,Tottenham,Ben Davies,WAL,DF,31,1993,0.1743056,-0.37030727,-0.76301223,0.38070047,0.10320537,0.100496046,-0.265592,0.00037559867,-0.5031548,-0.24029936
ENG-Premier League,2024 - 2025,Tottenham,Brennan Johnson,WAL,FW,23,2001,-0.19484824,-0.4022115,-0.12716769,-0.10364705,0.42702082,0.0035206354,0.3095562,-0.62900454,-0.32020983,0.36277652
ENG-Premier League,2024 - 2025,Tottenham,Cristian Romero,ARG,DF,26,1998,0.053167954,-0.10745825,-0.63225126,0.18892139,0.47434172,0.36587474,0.033827513,-0.07918251,-0.610146,-0.23290527
ENG-Premier League,2024 - 2025,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24,2000,0.01983451,-0.2923064,-0.19155353,-0.20812044,-0.1282844,-0.221615,0.32172716,-0.46400097,-0.33039948,0.43419486
ENG-Premier League,2024 - 2025,Tottenham,Destiny Udogie,ITA,DF,21,2002,0.2395628,-0.44098306,-0.6114602,0.061329678,0.12881792,0.13866329,0.42607632,-0.3970305,-0.5288833,-0.16276045
ENG-Premier League,2024 - 2025,Tottenham,Djed Spence,ENG,DF,23,2000,0.06525606,-0.3992472,-0.63203377,0.053331546,-0.17486392,-0.0066084326,0.19323377,-0.42792615,-0.35871848,0.048473563
ENG-Premier League,2024 - 2025,Tottenham,Dominic Solanke,ENG,FW,26,1997,0.10603433,-0.39880592,0.0795997,-0.0024078013,0.41151544,0.03728937,-0.038741045,-0.6634047,-0.35949686,0.08667389
ENG-Premier League,2024 - 2025,Tottenham,James Maddison,ENG,MF,27,1996,-0.14005804,0.123520106,-0.26524943,-0.056104038,0.11770776,0.08083691,0.12773116,-0.6165132,0.08423412,0.045089837
ENG-Premier League,2024 - 2025,Tottenham,Lucas Bergvall,SWE,MF,18,2006,0.3241879,-0.35926828,-0.5419431,0.25515676,0.14416586,0.08896649,0.08337091,-0.55597,-0.49058986,-0.22709708
ENG-Premier League,2024 - 2025,Tottenham,Mathys Tel,FRA,FW,19,2005,0.39528233,-0.14909527,-0.10396716,0.4827184,0.21560808,0.02302276,-0.07479328,-0.6030939,-0.38237748,0.25771496
ENG-Premier League,2024 - 2025,Tottenham,Micky van de Ven,NED,DF,23,2001,0.1504168,-0.23881245,-0.63460356,0.42855564,0.36514083,0.47074437,-0.13739881,-0.14830554,-0.38105503,-0.15916353
ENG-Premier League,2024 - 2025,Tottenham,Pape Matar Sarr,SEN,MF,21,2002,0.11752867,-0.24028827,-0.40378422,-0.04713243,0.28759006,0.055395953,0.15647155,-0.5771296,-0.43047276,-0.21304402
ENG-Premier League,2024 - 2025,Tottenham,Pedro Porro,ESP,DF,24,1999,0.36418277,-0.11455163,-0.6196426,-0.39802262,0.20684676,0.02759002,0.40276143,-0.27794573,-0.00720335,0.24659602
ENG-Premier League,2024 - 2025,Tottenham,Radu Drăgușin,ROU,DF,22,2002,0.24593918,-0.35303694,-0.7244934,0.27032995,0.37996507,0.2688866,-0.27275455,-0.25533146,-0.5487345,-0.14071931
